,0
175,1.0
176,0.380952380952
177,1.0
178,0.529411764706
179,0.538461538462
180,0.571428571429
181,0.454545454545
182,0.391304347826
183,0.818181818182
184,0.352941176471
185,0.428571428571
186,1.0
187,0.5
188,1.0
189,0.4
190,0.454545454545
191,0.318181818182
192,0.5
193,0.428571428571
194,0.470588235294
195,0.384615384615
196,0.5
197,0.3125
198,0.461538461538
199,0.75
200,0.571428571429
201,0.4375
202,0.375
203,0.571428571429
204,1.0
205,0.6
206,0.384615384615
207,0.538461538462
208,0.454545454545
209,0.4
210,1.0
211,0.5
212,0.444444444444
213,0.363636363636
214,0.36
215,0.363636363636
216,0.416666666667
217,0.333333333333
218,0.5
219,0.4375
220,0.384615384615
221,0.352941176471
222,0.411764705882
223,0.48
224,0.307692307692
225,0.666666666667
226,0.346153846154
227,0.375
228,0.666666666667
229,0.571428571429
230,1.0
231,0.714285714286
232,0.5
233,1.0
234,0.6
235,0.714285714286
236,0.409090909091
237,0.466666666667
238,0.384615384615
239,0.666666666667
240,0.5
241,0.5
242,0.357142857143
243,0.583333333333
244,0.625
245,0.357142857143
246,0.380952380952
247,0.44
248,0.538461538462
249,0.625
250,0.571428571429
251,0.375
252,0.583333333333
253,0.466666666667
254,0.5
255,0.5
256,0.571428571429
257,0.470588235294
258,0.4
259,0.411764705882
260,0.269230769231
261,0.461538461538
262,0.285714285714
263,0.4
264,0.555555555556
265,0.357142857143
266,0.3125
267,0.384615384615
268,0.5
269,0.368421052632
270,0.333333333333
271,0.454545454545
272,1.0
273,0.363636363636
274,1.0
275,0.454545454545
276,0.269230769231
277,0.375
278,0.5
279,0.5
280,0.384615384615
281,0.307692307692
282,0.5
283,1.0
284,0.545454545455
285,0.375
286,0.333333333333
287,0.3125
288,0.571428571429
289,0.444444444444
290,0.384615384615
291,0.666666666667
292,0.363636363636
293,0.615384615385
294,0.625
295,0.461538461538
296,0.216216216216
297,0.555555555556
298,0.454545454545
299,0.545454545455
300,0.666666666667
301,0.545454545455
302,0.538461538462
303,0.380952380952
304,0.454545454545
305,0.8
306,0.461538461538
307,0.571428571429
308,0.461538461538
309,0.318181818182
310,1.0
311,0.5
312,0.5
313,0.363636363636
314,0.461538461538
315,0.352941176471
316,0.363636363636
317,0.571428571429
318,0.333333333333
319,0.416666666667
320,0.363636363636
321,0.7
322,0.461538461538
323,0.571428571429
324,1.28571428571
325,0.3125
326,0.5
327,0.5
328,0.294117647059
329,0.857142857143
330,0.25
331,0.333333333333
332,0.636363636364
333,0.454545454545
334,0.538461538462
335,0.625
336,0.216216216216
337,0.428571428571
338,0.294117647059
339,0.5
340,0.444444444444
341,0.36
342,0.294117647059
343,0.625
344,0.384615384615
345,0.5
346,0.666666666667
347,0.214285714286
348,0.307692307692
349,0.45
350,0.5
351,0.571428571429
352,0.857142857143
353,0.368421052632
354,0.363636363636
355,0.571428571429
356,0.375
357,0.5
358,0.384615384615
359,0.333333333333
360,0.411764705882
361,0.45
362,0.714285714286
363,0.571428571429
364,0.636363636364
365,0.444444444444
366,0.538461538462
367,0.444444444444
368,0.333333333333
369,0.923076923077
370,1.0
371,0.666666666667
372,1.0
373,0.444444444444
374,0.4
375,0.571428571429
376,0.444444444444
377,0.555555555556
378,0.380952380952
379,0.555555555556
380,0.571428571429
381,0.5
382,0.6
383,0.5
384,0.285714285714
385,0.545454545455
386,0.625
387,0.6
388,0.294117647059
389,0.3125
390,3.0
391,0.428571428571
392,0.357142857143
393,0.5
394,0.5
395,0.28
396,0.473684210526
397,1.0
398,0.333333333333
399,0.666666666667
400,0.4375
401,0.294117647059
402,0.428571428571
403,0.666666666667
404,0.285714285714
405,0.75
406,0.375
407,0.545454545455
408,0.193548387097
409,0.3125
410,0.416666666667
411,0.5
412,2.33333333333
413,0.357142857143
414,0.380952380952
415,0.470588235294
416,0.444444444444
417,0.470588235294
418,0.380952380952
419,0.4375
420,0.615384615385
421,0.318181818182
422,0.5
423,0.4
424,0.444444444444
425,0.4375
426,0.625
427,0.529411764706
428,0.615384615385
429,0.368421052632
430,0.461538461538
431,0.444444444444
432,0.333333333333
433,0.4
434,0.5
435,0.444444444444
436,0.333333333333
437,0.380952380952
438,0.363636363636
439,0.380952380952
440,0.36
441,0.363636363636
442,0.333333333333
443,0.363636363636
444,0.411764705882
445,0.375
446,0.571428571429
447,0.346153846154
448,0.388888888889
449,0.7
450,0.4
451,0.411764705882
452,0.307692307692
453,0.461538461538
454,0.444444444444
455,0.8
456,0.428571428571
457,0.333333333333
458,0.526315789474
459,0.375
460,0.363636363636
461,0.571428571429
462,0.5
463,0.352941176471
464,0.7
465,1.0
466,0.3125
467,0.25
468,0.5
469,0.5
470,0.636363636364
471,0.307692307692
472,0.454545454545
473,0.5
474,1.0
475,1.0
476,0.352941176471
477,0.5
478,0.8
479,0.538461538462
480,0.190476190476
481,0.545454545455
482,0.538461538462
483,0.6
484,0.363636363636
485,1.0
486,0.384615384615
487,0.294117647059
488,0.4375
489,0.461538461538
490,0.3125
491,0.555555555556
492,0.555555555556
493,0.5
494,0.555555555556
495,0.5
496,0.4375
497,0.714285714286
498,0.368421052632
499,0.5
500,0.363636363636
501,0.636363636364
502,0.461538461538
503,0.4375
504,0.333333333333
505,0.272727272727
506,0.428571428571
507,0.375
508,0.322580645161
509,0.555555555556
510,0.666666666667
511,0.5625
512,0.636363636364
513,0.333333333333
514,1.0
515,0.4375
516,0.3
517,0.583333333333
518,1.0
519,0.5
520,0.545454545455
521,0.272727272727
522,0.538461538462
523,0.6
524,0.45
525,0.263157894737
526,0.545454545455
527,0.777777777778
528,0.333333333333
529,0.294117647059
530,0.411764705882
531,0.857142857143
532,0.555555555556
533,0.363636363636
534,0.4375
535,0.5
536,0.666666666667
537,0.545454545455
538,0.461538461538
539,0.3125
540,0.526315789474
541,0.28
542,0.352941176471
543,0.625
544,0.555555555556
545,0.461538461538
546,0.714285714286
547,0.5
548,0.666666666667
549,0.454545454545
550,0.416666666667
551,0.8
552,0.411764705882
553,0.625
554,0.461538461538
555,0.555555555556
556,0.45
557,0.555555555556
558,0.5
559,0.833333333333
560,0.4375
561,0.571428571429
562,0.8
563,0.363636363636
564,0.285714285714
565,0.428571428571
566,0.857142857143
567,0.357142857143
568,0.333333333333
569,0.444444444444
570,1.0
571,0.352941176471
572,0.454545454545
573,0.555555555556
574,0.333333333333
575,0.818181818182
576,0.4
577,0.8
578,0.4
579,0.4
580,0.5
581,0.8
582,0.636363636364
583,0.538461538462
584,0.384615384615
585,0.571428571429
586,0.5
587,1.0
588,0.6
589,0.411764705882
590,0.5
591,0.666666666667
592,0.555555555556
593,0.222222222222
594,0.346153846154
595,0.461538461538
596,0.571428571429
597,0.444444444444
598,0.666666666667
599,0.363636363636
600,0.529411764706
601,0.5
602,0.571428571429
603,0.625
604,0.321428571429
605,0.294117647059
606,0.647058823529
607,0.3125
608,0.666666666667
609,0.411764705882
610,0.380952380952
611,0.4375
612,0.538461538462
613,1.2
614,0.5
615,0.277777777778
616,0.6
617,0.714285714286
618,0.6
619,0.210526315789
620,0.636363636364
621,0.454545454545
622,0.5
623,0.363636363636
624,0.666666666667
625,0.833333333333
626,0.307692307692
627,0.8
628,0.666666666667
629,0.545454545455
630,1.0
631,0.75
632,0.5
633,0.380952380952
634,0.625
635,0.461538461538
636,0.28125
637,0.35
638,0.333333333333
639,0.294117647059
640,0.461538461538
641,0.3125
642,0.384615384615
643,0.428571428571
644,0.555555555556
645,0.307692307692
646,1.0
647,0.322580645161
648,0.380952380952
649,0.555555555556
650,0.7
651,0.333333333333
652,0.454545454545
653,0.454545454545
654,0.666666666667
655,0.444444444444
656,0.666666666667
657,0.294117647059
658,0.285714285714
659,0.545454545455
660,0.384615384615
661,0.625
662,0.444444444444
663,0.352941176471
664,0.375
665,0.409090909091
666,0.411764705882
667,0.333333333333
668,0.625
669,0.636363636364
670,0.454545454545
671,0.5
672,0.428571428571
673,1.0
674,0.428571428571
675,0.411764705882
676,0.363636363636
677,0.7
678,0.6
679,0.625
680,0.666666666667
681,0.238095238095
682,0.294117647059
683,0.5
684,0.444444444444
685,0.384615384615
686,1.0
687,0.7
688,0.363636363636
689,0.538461538462
690,0.384615384615
691,0.368421052632
692,0.833333333333
693,0.4
694,0.428571428571
695,0.444444444444
696,1.0
697,0.538461538462
698,0.666666666667
699,0.363636363636
700,0.444444444444
701,0.380952380952
702,1.66666666667
703,0.190476190476
704,0.32
705,0.538461538462
706,0.625
707,0.4375
708,0.368421052632
709,0.5
710,0.545454545455
711,0.411764705882
712,0.222222222222
713,0.5
714,0.3125
715,0.380952380952
716,0.333333333333
717,0.333333333333
718,0.363636363636
719,0.6
720,0.6875
721,0.833333333333
722,0.666666666667
723,0.307692307692
724,0.571428571429
725,0.238095238095
726,0.454545454545
727,0.6
728,0.5
729,0.318181818182
730,0.4
731,0.5
732,0.384615384615
733,0.529411764706
734,0.384615384615
735,0.5
736,0.6
737,0.368421052632
738,0.380952380952
739,0.666666666667
740,0.3125
741,0.357142857143
742,0.318181818182
743,0.545454545455
744,0.35
745,0.833333333333
746,0.411764705882
747,0.666666666667
748,0.4375
749,0.571428571429
750,0.666666666667
751,0.4375
752,0.785714285714
753,0.833333333333
754,0.461538461538
755,0.409090909091
756,0.388888888889
757,0.352941176471
758,0.461538461538
759,0.454545454545
760,0.8
761,0.444444444444
762,0.666666666667
763,0.454545454545
764,0.5
765,0.571428571429
766,0.421052631579
767,0.571428571429
768,0.375
769,0.5625
770,0.3125
771,0.555555555556
772,0.25
773,0.307692307692
774,0.846153846154
775,2.33333333333
776,0.454545454545
777,1.0
778,0.615384615385
779,0.384615384615
780,0.307692307692
781,0.333333333333
782,0.615384615385
783,0.666666666667
784,0.375
785,0.666666666667
786,0.384615384615
787,0.5
788,0.545454545455
789,0.444444444444
790,0.571428571429
791,0.75
792,0.277777777778
793,0.444444444444
794,0.321428571429
795,1.0
796,0.5
797,0.384615384615
798,0.444444444444
799,0.318181818182
800,0.461538461538
801,0.210526315789
802,0.636363636364
803,0.6
804,0.384615384615
805,0.444444444444
806,0.545454545455
807,0.5
808,0.380952380952
809,0.4375
810,0.24
811,0.75
812,0.461538461538
813,0.571428571429
814,0.555555555556
815,0.357142857143
816,0.384615384615
817,0.421052631579
818,2.33333333333
819,0.333333333333
820,0.625
821,0.363636363636
822,0.285714285714
823,0.461538461538
824,0.5
825,0.6
826,0.307692307692
827,0.857142857143
828,0.411764705882
829,0.538461538462
830,0.363636363636
831,0.666666666667
832,0.363636363636
833,0.583333333333
834,0.666666666667
835,0.583333333333
836,0.461538461538
837,0.294117647059
838,0.461538461538
839,1.0
840,0.380952380952
841,0.75
842,0.384615384615
843,0.380952380952
844,0.526315789474
845,0.4375
846,0.235294117647
847,0.384615384615
848,0.571428571429
849,0.5
850,0.47619047619
851,0.571428571429
852,0.333333333333
853,0.333333333333
854,0.411764705882
855,0.555555555556
856,0.538461538462
857,0.5
858,0.545454545455
859,0.375
860,0.5
861,0.315789473684
862,0.444444444444
863,2.0
864,0.388888888889
865,0.875
866,0.454545454545
867,1.0
868,0.363636363636
869,0.416666666667
870,0.379310344828
871,0.470588235294
872,0.571428571429
873,0.857142857143
874,0.315789473684
875,0.375
876,0.636363636364
877,0.384615384615
878,0.5
879,0.3125
880,0.714285714286
881,0.461538461538
882,0.368421052632
883,0.8
884,0.380952380952
885,0.333333333333
886,0.380952380952
887,0.555555555556
888,0.384615384615
889,0.285714285714
890,0.4
891,0.4375
892,0.470588235294
893,0.714285714286
894,0.5
895,0.4
896,0.714285714286
897,0.285714285714
898,0.416666666667
899,0.384615384615
900,0.545454545455
901,0.363636363636
902,0.636363636364
903,0.461538461538
904,0.714285714286
905,0.636363636364
906,0.461538461538
907,0.416666666667
908,0.421052631579
909,0.571428571429
910,0.583333333333
911,0.466666666667
912,0.4375
913,0.363636363636
914,0.533333333333
915,0.384615384615
916,0.333333333333
917,0.461538461538
918,0.5
919,0.363636363636
920,0.444444444444
921,0.428571428571
922,1.0
923,0.411764705882
924,0.375
925,0.4
926,0.380952380952
927,0.461538461538
928,0.545454545455
929,0.625
930,0.444444444444
931,0.625
932,0.526315789474
933,0.444444444444
934,1.0
935,0.357142857143
936,0.318181818182
937,0.363636363636
938,0.6
939,0.625
940,0.47619047619
941,0.4
942,0.545454545455
943,0.294117647059
944,0.454545454545
945,0.5
946,0.4
947,0.666666666667
948,0.666666666667
949,0.555555555556
950,0.5
951,0.333333333333
952,0.5
953,0.310344827586
954,0.428571428571
955,0.571428571429
956,0.533333333333
957,0.47619047619
958,0.625
959,0.411764705882
960,0.5
961,0.625
962,0.666666666667
963,0.318181818182
964,0.318181818182
965,0.363636363636
966,0.470588235294
967,0.5
968,0.310344827586
969,0.384615384615
970,0.5
971,0.538461538462
972,0.52380952381
973,0.625
974,0.375
975,0.454545454545
976,0.538461538462
977,0.461538461538
978,0.571428571429
979,1.0
980,0.3125
981,0.4375
982,0.411764705882
983,0.8
984,0.4
985,0.5
986,0.545454545455
987,0.714285714286
988,1.0
989,0.411764705882
990,0.375
991,0.5
992,0.384615384615
993,0.375
994,0.666666666667
995,0.4
996,0.833333333333
997,0.666666666667
998,0.333333333333
999,0.5
1000,0.5
1001,0.347826086957
1002,0.5
1003,0.461538461538
1004,0.363636363636
1005,0.8
1006,0.714285714286
1007,0.363636363636
1008,0.307692307692
1009,0.571428571429
1010,0.461538461538
1011,0.227272727273
1012,0.571428571429
1013,0.461538461538
1014,0.333333333333
1015,1.0
1016,0.333333333333
1017,0.307692307692
1018,0.363636363636
1019,0.5
1020,0.421052631579
1021,0.545454545455
1022,0.375
1023,0.368421052632
1024,0.285714285714
1025,0.384615384615
1026,0.235294117647
1027,1.0
1028,0.727272727273
1029,0.454545454545
1030,0.368421052632
1031,0.538461538462
1032,0.357142857143
1033,0.4375
1034,0.3125
1035,0.363636363636
1036,0.571428571429
1037,1.0
1038,0.3125
1039,0.461538461538
1040,0.363636363636
1041,0.8
1042,0.555555555556
1043,0.375
1044,0.3125
1045,0.368421052632
1046,0.333333333333
1047,0.363636363636
1048,0.357142857143
1049,0.375
1050,0.444444444444
1051,0.294117647059
1052,0.4375
1053,0.636363636364
1054,0.363636363636
1055,0.7
1056,0.625
1057,0.7
1058,0.333333333333
1059,0.75
1060,0.352941176471
1061,1.0
1062,0.428571428571
1063,1.0
1064,0.555555555556
1065,0.363636363636
1066,0.210526315789
1067,2.33333333333
1068,0.3125
1069,0.5
1070,0.384615384615
1071,0.454545454545
1072,0.352941176471
1073,0.380952380952
1074,0.416666666667
1075,0.666666666667
1076,0.555555555556
1077,0.555555555556
1078,0.4375
1079,0.555555555556
1080,0.692307692308
1081,0.416666666667
1082,0.714285714286
1083,0.333333333333
1084,0.363636363636
1085,0.666666666667
1086,0.4375
1087,1.0
1088,0.588235294118
1089,0.461538461538
1090,0.354838709677
1091,0.461538461538
1092,0.411764705882
1093,0.625
1094,1.0
1095,0.384615384615
1096,0.571428571429
1097,0.25
1098,0.352941176471
1099,0.428571428571
1100,0.461538461538
1101,3.0
1102,0.4
1103,0.7
1104,0.352941176471
1105,0.615384615385
1106,0.346153846154
1107,0.5
1108,0.615384615385
1109,0.32
1110,0.571428571429
1111,0.4
1112,0.363636363636
1113,0.545454545455
1114,0.555555555556
1115,0.5
1116,0.227272727273
1117,1.0
1118,1.0
1119,0.555555555556
1120,0.526315789474
1121,0.333333333333
1122,0.333333333333
1123,0.357142857143
1124,0.352941176471
1125,0.4375
1126,0.294117647059
1127,0.333333333333
1128,0.3125
1129,0.529411764706
1130,1.0
1131,0.3125
1132,0.4
1133,0.52380952381
1134,0.380952380952
1135,0.4
1136,0.8
1137,0.9
1138,0.363636363636
1139,0.571428571429
1140,0.461538461538
1141,0.416666666667
1142,0.833333333333
1143,0.6
1144,0.421052631579
1145,0.307692307692
1146,0.4
1147,0.615384615385
1148,0.318181818182
1149,1.0
1150,0.571428571429
1151,0.5
1152,0.5
1153,0.555555555556
1154,0.352941176471
1155,0.428571428571
1156,0.333333333333
1157,0.384615384615
1158,0.363636363636
1159,0.384615384615
1160,0.428571428571
1161,0.307692307692
1162,0.388888888889
1163,0.8
1164,0.285714285714
1165,0.545454545455
1166,0.833333333333
1167,0.625
1168,0.6
1169,0.615384615385
1170,0.636363636364
1171,0.4375
1172,1.0
1173,0.571428571429
1174,0.538461538462
1175,0.857142857143
1176,0.444444444444
1177,0.28
1178,1.0
1179,0.5
1180,0.545454545455
1181,0.411764705882
1182,1.0
1183,0.538461538462
1184,1.0
1185,0.363636363636
1186,0.833333333333
1187,0.28
1188,0.307692307692
1189,0.315789473684
1190,0.454545454545
1191,1.0
1192,0.307692307692
1193,0.333333333333
1194,0.7
1195,1.14285714286
1196,0.388888888889
1197,0.571428571429
1198,1.0
1199,0.363636363636
1200,0.285714285714
1201,0.5
1202,0.5
1203,0.4
1204,0.363636363636
1205,0.545454545455
1206,0.454545454545
1207,0.5
1208,0.588235294118
1209,0.444444444444
1210,0.421052631579
1211,0.307692307692
1212,0.384615384615
1213,0.454545454545
1214,0.666666666667
1215,0.444444444444
1216,0.384615384615
1217,0.5
1218,0.666666666667
1219,0.625
1220,0.409090909091
1221,0.428571428571
1222,0.235294117647
1223,0.4375
1224,0.190476190476
1225,0.526315789474
1226,0.5
1227,0.384615384615
1228,0.5
1229,0.571428571429
1230,0.7
1231,0.5
1232,0.454545454545
1233,0.4
1234,0.473684210526
1235,0.444444444444
1236,0.545454545455
1237,0.3
1238,0.375
1239,0.8
1240,0.380952380952
1241,0.714285714286
1242,0.666666666667
1243,0.545454545455
1244,0.5
1245,0.3125
1246,0.444444444444
1247,0.555555555556
1248,0.416666666667
1249,0.545454545455
1250,0.75
1251,0.7
1252,0.5
1253,0.444444444444
1254,0.714285714286
1255,1.0
1256,0.428571428571
1257,0.307692307692
1258,0.363636363636
1259,0.571428571429
1260,0.333333333333
1261,0.6
1262,0.47619047619
1263,0.384615384615
1264,0.529411764706
1265,0.6
1266,0.416666666667
1267,0.333333333333
1268,0.454545454545
1269,0.6
1270,0.363636363636
1271,0.454545454545
1272,0.666666666667
1273,0.4
1274,0.428571428571
1275,0.421052631579
1276,0.4
1277,0.454545454545
1278,0.4375
1279,0.6
1280,0.75
1281,0.3125
1282,0.4375
1283,0.238095238095
1284,0.307692307692
1285,0.384615384615
1286,0.5
1287,0.461538461538
1288,0.571428571429
1289,0.24
1290,0.461538461538
1291,1.0
1292,0.6
1293,0.444444444444
1294,1.0
1295,0.571428571429
1296,0.461538461538
1297,0.235294117647
1298,0.363636363636
1299,0.307692307692
1300,0.538461538462
1301,0.571428571429
1302,0.333333333333
1303,0.416666666667
1304,0.5
1305,0.5
1306,0.461538461538
1307,0.192307692308
1308,0.666666666667
1309,0.454545454545
1310,0.625
1311,0.6
1312,0.47619047619
1313,1.0
1314,0.6
1315,0.4375
1316,0.6
1317,0.4
1318,0.52380952381
1319,0.555555555556
1320,0.444444444444
1321,0.444444444444
1322,0.8
1323,0.411764705882
1324,0.428571428571
1325,0.363636363636
1326,0.666666666667
1327,0.4
1328,0.294117647059
1329,1.0
1330,0.352941176471
1331,0.375
1332,0.5
1333,0.3125
1334,0.380952380952
1335,0.277777777778
1336,0.357142857143
1337,0.6
1338,0.5
1339,0.5
1340,0.363636363636
1341,0.388888888889
1342,0.346153846154
1343,0.571428571429
1344,0.545454545455
1345,0.454545454545
1346,0.380952380952
1347,0.363636363636
1348,0.5
1349,0.4
1350,1.0
1351,0.666666666667
1352,0.333333333333
1353,0.352941176471
1354,0.5
1355,0.466666666667
1356,0.25
1357,0.526315789474
1358,0.384615384615
1359,0.4
1360,0.352941176471
1361,0.5
1362,0.428571428571
1363,0.294117647059
1364,0.625
1365,0.470588235294
1366,0.714285714286
1367,0.352941176471
1368,0.4
1369,0.421052631579
1370,0.363636363636
1371,0.583333333333
1372,0.235294117647
1373,1.4
1374,0.346153846154
1375,1.0
1376,0.571428571429
1377,0.4375
1378,0.368421052632
1379,0.428571428571
1380,0.466666666667
1381,0.380952380952
1382,0.285714285714
1383,0.461538461538
1384,0.375
1385,0.363636363636
1386,0.5
1387,0.375
1388,0.416666666667
1389,0.416666666667
1390,1.0
1391,0.294117647059
1392,0.5
1393,0.444444444444
1394,0.4375
1395,0.352941176471
1396,0.411764705882
1397,0.322580645161
1398,0.666666666667
1399,0.571428571429
1400,0.666666666667
1401,0.307692307692
1402,1.75
1403,0.375
1404,0.5
1405,0.571428571429
1406,0.473684210526
1407,0.571428571429
1408,0.538461538462
1409,0.5
1410,0.411764705882
1411,0.5
1412,0.388888888889
1413,0.37037037037
1414,0.714285714286
1415,0.3125
1416,0.363636363636
1417,0.461538461538
1418,0.555555555556
1419,0.454545454545
1420,0.277777777778
1421,0.210526315789
1422,0.5625
1423,0.625
1424,0.318181818182
1425,0.75
1426,0.4375
1427,0.307692307692
1428,0.5
1429,0.9
1430,0.294117647059
1431,0.666666666667
1432,0.444444444444
1433,1.0
1434,0.571428571429
1435,1.0
1436,0.545454545455
1437,0.454545454545
1438,0.307692307692
1439,0.461538461538
1440,0.363636363636
1441,0.380952380952
1442,0.555555555556
1443,0.5
1444,0.384615384615
1445,0.538461538462
1446,0.473684210526
1447,0.538461538462
1448,0.269230769231
1449,0.3125
1450,0.333333333333
1451,0.473684210526
1452,0.368421052632
1453,0.3125
1454,0.571428571429
1455,0.538461538462
1456,0.692307692308
1457,0.555555555556
1458,0.375
1459,1.0
1460,0.526315789474
1461,0.277777777778
1462,0.4375
1463,0.454545454545
1464,0.777777777778
1465,0.363636363636
1466,0.3125
1467,0.36
1468,0.666666666667
1469,0.8
1470,0.4375
1471,1.0
1472,0.380952380952
1473,0.384615384615
1474,0.235294117647
1475,0.666666666667
1476,0.555555555556
1477,0.692307692308
1478,0.666666666667
1479,0.571428571429
1480,3.0
1481,0.5
1482,0.5
1483,0.428571428571
1484,0.555555555556
1485,0.428571428571
1486,0.4375
1487,1.0
1488,0.615384615385
1489,0.833333333333
1490,0.4
1491,0.333333333333
1492,0.75
1493,0.461538461538
1494,0.416666666667
1495,0.571428571429
1496,0.444444444444
1497,0.416666666667
1498,1.0
1499,0.692307692308
1500,0.888888888889
1501,0.384615384615
1502,0.777777777778
1503,0.538461538462
1504,1.0
1505,0.857142857143
1506,0.411764705882
1507,0.4375
1508,0.5
1509,0.666666666667
1510,1.0
1511,0.3125
1512,0.384615384615
1513,0.25
1514,0.538461538462
1515,1.0
1516,0.625
1517,0.333333333333
1518,0.4
1519,0.285714285714
1520,0.8
1521,0.428571428571
1522,0.473684210526
1523,0.714285714286
1524,0.833333333333
1525,0.555555555556
1526,0.833333333333
1527,0.625
1528,0.666666666667
1529,0.384615384615
1530,0.538461538462
1531,0.272727272727
1532,0.363636363636
1533,1.0
1534,0.461538461538
1535,0.545454545455
1536,0.444444444444
1537,0.363636363636
1538,0.368421052632
1539,0.666666666667
1540,0.666666666667
1541,0.666666666667
1542,0.307692307692
1543,0.307692307692
1544,0.777777777778
1545,1.0
1546,0.5
1547,0.380952380952
1548,0.428571428571
1549,0.538461538462
1550,0.538461538462
1551,0.555555555556
1552,0.727272727273
1553,0.421052631579
1554,0.666666666667
1555,0.571428571429
1556,1.0
1557,0.357142857143
1558,0.47619047619
1559,0.5
1560,0.315789473684
1561,1.0
1562,0.625
1563,0.4
1564,0.28
1565,0.538461538462
1566,1.2
1567,0.428571428571
1568,0.5
1569,0.833333333333
1570,0.352941176471
1571,0.727272727273
1572,0.4
1573,0.416666666667
1574,0.461538461538
1575,0.833333333333
1576,0.3125
1577,1.0
1578,0.363636363636
1579,3.0
1580,0.5
1581,0.411764705882
1582,0.545454545455
1583,0.352941176471
1584,0.363636363636
1585,0.666666666667
1586,0.4375
1587,0.555555555556
1588,0.666666666667
1589,0.354838709677
1590,0.833333333333
1591,1.0
1592,0.352941176471
1593,0.6
1594,0.4
1595,0.454545454545
1596,0.538461538462
1597,0.7
1598,1.0
1599,0.5625
1600,0.571428571429
1601,0.25
1602,0.714285714286
1603,0.333333333333
1604,0.3125
1605,0.714285714286
1606,0.461538461538
1607,0.461538461538
1608,0.25
1609,0.533333333333
1610,0.375
1611,0.363636363636
1612,0.555555555556
1613,0.454545454545
1614,0.368421052632
1615,0.461538461538
1616,0.666666666667
1617,0.8
1618,0.666666666667
1619,0.3125
1620,0.692307692308
1621,0.384615384615
1622,0.444444444444
1623,0.363636363636
1624,0.294117647059
1625,0.714285714286
1626,0.5
1627,0.555555555556
1628,0.461538461538
1629,0.571428571429
1630,0.3125
1631,0.384615384615
1632,0.428571428571
1633,0.384615384615
1634,0.380952380952
1635,1.4
1636,0.461538461538
1637,0.333333333333
1638,0.5
1639,0.888888888889
1640,0.5
1641,0.315789473684
1642,0.375
1643,0.571428571429
1644,0.3125
1645,0.5
1646,0.5
1647,0.6
1648,1.0
1649,0.411764705882
1650,0.416666666667
1651,0.346153846154
1652,0.714285714286
1653,0.636363636364
1654,0.444444444444
1655,1.0
1656,0.833333333333
1657,0.217391304348
